place_id,review_text,place_name,rating,actual_date,hours_ago,Grande Categorie,name,année,latitude,longitude,len_words,cleaned_text,has_insalubrite,has_insecurite,has_nuisance_sonore,Predicted_Class,Predicted_Probability
ChIJxaeGNnGE5kcRNtseod9PBfA,Je retire une etoile pour plusieurs raisons : - Trop souvent de controles aleatoires aux caisses automatiques et oblige de scanner pour ouvrir la barriere (sans compter que le systeme marche mal)  voulez-vous pousser les gens a revenir aux caisses normales ? - Des ravitaillements problematiques sur certains produits. Le pire exemple est l absence de riz Bens depuis au moins 6 mois !,Auchan Supermarche Trappes,3,2024-04-04 23:01:16.406886,730,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,385,retirer etoile plusieurs raison : - trop souvent controle aleatoire caisse automatiquer obliger scanner ouvrir barriere ( sans compter systeme marche mal )   vouloir vous pousser gens revenir caisse normal ? - ravitaillement problematique certain produit . pire exemple être absence riz ben moins   mois !,False,True,False,Negative,0.9872217774391174
ChIJxaeGNnGE5kcRNtseod9PBfA,"Beau magasin, pratique et proche.",Auchan Supermarche Trappes,5,2024-04-04 23:01:16.406886,730,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,33,"beau magasin , pratique proche .",True,False,False,Positive,0.9946458339691162
ChIJxaeGNnGE5kcRNtseod9PBfA,Passage ce matin a 10h15 Rayon frais allee des yaourts et fromage Impossible de circuler des cartons au milieu de l allee et pas qu un seul Un vrai bazar,Auchan Supermarche Trappes,1,2024-04-04 23:01:16.406886,730,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,153,passage matin heure rayon frais alle yaourt fromage impossible circuler carton milieu allee pas seul vrai bazar,False,False,False,Negative,0.9844397306442261
ChIJxaeGNnGE5kcRNtseod9PBfA,"Enfin des scanners ! Gain de temps, super. Le pbl est le melange a ces bornes avec les clients qui scannent, et immobilisent longtemps ces fameuses bornes  . Cest remets toi comme t etais",Auchan Supermarche Trappes,4,2024-04-04 23:01:16.406886,730,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,187,"enfin scanner ! gain temps , super . pbl être melange borne client scanner , immobiliser longtemps fameux borne   . cest remet toi etais",False,False,False,Positive,0.9831550121307373
ChIJxaeGNnGE5kcRNtseod9PBfA,"A chaque fois que je passe a la caisse automatique de ce supermarche, jai droit a un controle soit disant aleatoire de mes achats par une hotesse. Je commence serieusement a me demander si ces controles sont vraiment aleatoire et si ce nest pas base sur le facies. En tout cas cest humiliant et cest une perte de temps a chaque fois. Je ne pense pas que jy retournerai.",Auchan Supermarche Trappes,1,2024-04-04 23:01:16.406886,730,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,369,"chaque passer caisse automatique supermarche , jai droit controle être dire aleatoir mon achat hotesse . commencer serieusement demander controle être vraiment aleatoir nest pas base facies . cas cest humiliant cest perte temps chaque . ne penser pas jy retournerai .",False,False,False,Negative,0.9882837533950806
ChIJxaeGNnGE5kcRNtseod9PBfA,Petit Auchan tres pratique avec ses horaires et beaucoup de choix,Auchan Supermarche Trappes,4,2024-03-05 13:01:16.406886,1460,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,65,petit auchan tre pratique horaire beaucoup choix,True,False,False,Positive,0.9947147965431213
ChIJxaeGNnGE5kcRNtseod9PBfA,Ca depend,Auchan Supermarche Trappes,4,2024-03-05 13:01:16.406886,1460,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,9,ca depend,False,False,False,Positive,0.9934887886047363
ChIJxaeGNnGE5kcRNtseod9PBfA,"2 fois que je veux passer commande sur deliveroo et 2 fois quon me la refuse alors que jai bien preciser que sil manquait un article, on pouvait me le supprimer de ma commande mais pas dannuler ma commande complete. Ayant un bebe cest complique de me deplacer. Je ne vous felicite pas et je ne reviendrai plus dans votre magasin",Auchan Supermarche Trappes,1,2024-03-05 13:01:16.406886,1460,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,328,"  vouloir passer command deliveroo   quon refuser jai bien preciser sil manquer article , pouvoir supprimer commande mais pas dannuler commande complete . avoir bebe cest compliqu deplacer . ne felicite pas ne revenir plus votre magasin",False,False,False,Negative,0.988278865814209
ChIJxaeGNnGE5kcRNtseod9PBfA,Personnel daccueil tres sympathique. Excellente poissonnerie et boucherie. Magasin facile dacces avec grand parking et pompes a essence.,Auchan Supermarche Trappes,5,2024-03-05 13:01:16.406886,1460,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,136,personnel daccueil tre sympathique . excellent poissonnerie boucherie . magasin facile daccer grand parking pompe essence .,False,False,False,Positive,0.9949589967727661
ChIJxaeGNnGE5kcRNtseod9PBfA,"Grand magasin, prix plus eleves que Lidl.",Auchan Supermarche Trappes,3,2024-03-05 13:01:16.406886,1460,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,41,"grand magasin , prix plus eleve lidl .",False,False,False,Positive,0.99481201171875
ChIJxaeGNnGE5kcRNtseod9PBfA,"Amabilite moyenne aux caisses automatiques, le SBAM (sourire, bonjour, au revoir, merci) c est TERMINE, maintenant c est service minimum  . Dommage ils sont justes la pour vous surveiller et trainent les pieds quand la caisse s allument en rouge.",Auchan Supermarche Trappes,2,2024-03-05 13:01:16.406886,1460,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,246,"amabilite moyenne caisse automatiquer , sbam ( sourire , bonjour , revoir , merci ) c être termine , maintenant c être service minimum   . dommage être juste surveiller trainent pied caisse allumer rouge .",False,False,False,Negative,0.841847836971283
ChIJxaeGNnGE5kcRNtseod9PBfA,"Visite exceptionnelle et trouve les articles classiques qui sont manquants depuis plusieurs semaines chez Leclerc Bois dArcy. Nous envisageons, malgre la distance, de grouper nos courses et de les effectuer chez Auchan Maurepas.",Auchan Supermarche Trappes,3,2024-02-04 03:01:16.406886,2190,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,228,"visite exceptionnel trouver article classique être manquant plusieurs semaine leclerc boi darcy . envisager , malgre distance , grouper course effectuer auchan maureper .",False,False,False,Positive,0.9934148788452148
ChIJxaeGNnGE5kcRNtseod9PBfA,"Facile pour sy rendre et sy garer. On y trouve de tout, bonne presentation des articles. Magasin propre, pas trop dattente aux caisses, ouverture tres large du magasin. Point relais pour les colis, tres bien organise.  Je recommande.",Auchan Supermarche Trappes,5,2024-02-04 03:01:16.406886,2190,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,233,"facile sy rendre sy garer . trouver , bon presentation article . magasin propre , pas trop dattent caisse , ouverture tre large magasin . point reler colis , tre bien organis .   recommander .",False,False,False,Positive,0.9949485063552856
ChIJxaeGNnGE5kcRNtseod9PBfA,Pas mal,Auchan Supermarche Trappes,3,2024-02-04 03:01:16.406886,2190,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,7,pas mal,False,False,False,Positive,0.9941984415054321
ChIJxaeGNnGE5kcRNtseod9PBfA,Tout les articles ont 1e a 1e50 de difference avec Leclerc. Tout est plus cher je reviendrai pas,Auchan Supermarche Trappes,1,2024-02-04 03:01:16.406886,2190,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,96,article avoir e e difference leclerc . être plus cher revenir pas,False,False,False,Positive,0.9871002435684204
ChIJxaeGNnGE5kcRNtseod9PBfA,Tres mauvais service commerciale vis a vis des clients. Comme ont le client ait roi .plutot des pigeons chez AUCHAN ELANCOURT.une tomate pourri ont jete le plateau. Un caissier crois que AUCHAN lui appartient. Il prend les clients de hauts. Et repond avec arrogance. Desole je prefere aller ailleurs chez la concurrence.,Auchan Supermarche Trappes,1,2024-01-04 17:01:16.406886,2920,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,320,tre mauvais service commercial vis voir client . avoir client avoir roi .plutot pigeon auchan elancourt.une tomate pourrir avoir jete plateau . caissier croi auchan appartenir . prendre client haut . repond arrogance . desole prefere aller ailleurs concurrence .,False,False,False,Negative,0.9893301129341125
ChIJxaeGNnGE5kcRNtseod9PBfA,De grandes allees un magasin tres propres et bien achalande,Auchan Supermarche Trappes,4,2024-01-04 17:01:16.406886,2920,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,59,grand allee magasin tre propre bien achaland,False,False,False,Positive,0.9948968291282654
ChIJxaeGNnGE5kcRNtseod9PBfA,"Top, calme et le service clients est super gentil et chaleureux. Merci a vous.",Auchan Supermarche Trappes,5,2024-01-04 17:01:16.406886,2920,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,78,"top , calme service client être super gentil chaleureux . merci .",False,False,False,Positive,0.9949354529380798
ChIJxaeGNnGE5kcRNtseod9PBfA,"Jai utilise le drive du supermarche le 20.11 midi. Des denrees ete manquantes, mais jai fortement apprecie la qualite du service. Une hotesse drive souriante, accueillante avec un relationnel client impeccable. Elle a cherche a trouver des solutions en magasin rapidement pour remplacer les articles manquants etc. Merci :) Attention je viens retirer une etoile car le skyr qui ma ete vendu est perime depuis le 10.11. je vous le remonte pour augmenter votre vigilance. Bien a vous, Gaelle Marthely",Auchan Supermarche Trappes,3,2024-01-04 17:01:16.406886,2920,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,498,"jai utiliser drive supermarche . midi . denree ete manquante , mais jai fortement apprecie qualite service . hotesse driv souriant , accueillante relationnel client impeccable . cherche trouver solution magasin rapidement remplacer article manquant etc. merci :) attention venir retirer etoile car skyr ete vendre être perim .. remonte augmenter votre vigilance . bien , gaell marthely",False,True,False,Positive,0.9945032596588135
ChIJxaeGNnGE5kcRNtseod9PBfA,.votre personnel un peu plus de education rendre les tickets au client,Auchan Supermarche Trappes,1,2024-01-04 17:01:16.406886,2920,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,70,.votre personnel peu plus education rendre ticket client,False,False,False,Negative,0.9844253063201904
ChIJxaeGNnGE5kcRNtseod9PBfA,PASSE EN CAISSE AUTOMATIQUE LA PERSONNE NE RESPECTE RIEN EST DANS SONT NUAGE EST C EST NEE PAS LA 1 ER FOIX FOIS LA CELLE PERSONNE QUI EST TOUJOURS SOURIANTE UNE FEMME GENTIL ELLLE SOURIE CHAQUE FOIS TOUJOURS LA POUR AIDE C EST C EST CLIENT JE VAIS PAS DONNE SONT NOM MES LE RESTE ZEOR SUR 20 5VOUS ETES PLUS CHERS QUE AUCHAN PLAISIR EN PLUS IL VOUS FOURNI LA PATISSERIE CE NEE PAS VOUS QUI LES FAIRE SUR PLACE 0/20,Auchan Supermarche Trappes,1,2024-01-04 17:01:16.406886,2920,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,415,passer caisse automatique personne ne respecter rien être être nuage être c être nee pas   er foix personne être souriant femme gentil ellle sourie chaque aide c être c être client aller pas donne être nom mon reste zeor   eter plus cher auchan plaisir plus fournir patisserie nee pas faire place sur,False,False,False,Negative,0.9888327121734619
ChIJxaeGNnGE5kcRNtseod9PBfA,Magasin un peu cher,Auchan Supermarche Trappes,3,2024-01-04 17:01:16.406886,2920,Commerce et Restauration,Auchan Supermarche Trappes,2024,1.974741,5869.5,19,magasin peu cher,False,False,False,Positive,0.9943438768386841
ChIJxaeGNnGE5kcRNtseod9PBfA,Jetais venue pour un remboursement. Super efficace au niveau de laccueil,Auchan Supermarche Trappes,5,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,72,jetai venir remboursement . super efficace niveau laccueil,False,False,False,Positive,0.9949407577514648
ChIJxaeGNnGE5kcRNtseod9PBfA,Pas mal de choix et bien range,Auchan Supermarche Trappes,5,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,30,pas mal choix bien rang,False,False,False,Positive,0.9945730566978455
ChIJxaeGNnGE5kcRNtseod9PBfA,"Supermarche adapte a la taille de la zone. Large choix de produits mais attention aux erreurs de prix. Parking spacieux, facilite de parking. Espace dejeuner et espace de repas avec un micro onde disponible (lieu pas toujours propre). Grand nombre de caisses automatique qui reduisent considerablement le temps d attente aux caisses.",Auchan Supermarche Trappes,3,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,333,"supermarche adapte taille zone . large choix produit mais attention erreur prix . parking spacieux , facilit parking . espace dejeuner espace repas micro onde disponible ( lieu pas propre ) . grand nombre caisse automatique reduiser considerablemer temps attente caisse .",False,False,False,Positive,0.9947633743286133
ChIJxaeGNnGE5kcRNtseod9PBfA,"Sur mon passage un lundi a 18h ,pour faire un osso buco ....rayons vides....meme pas un poulet a rotir.... Un probleme ?  Ou regulierement vide?",Auchan Supermarche Trappes,2,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,144,"passage lundi heure , faire osso buco .... rayon vide .... meme pas poulet rotir .... probleme ?   regulierement vide ?",False,False,False,Negative,0.979844331741333
ChIJxaeGNnGE5kcRNtseod9PBfA,Magasin agreable,Auchan Supermarche Trappes,5,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,16,magasin agreabl,False,False,False,Positive,0.9944465160369873
ChIJxaeGNnGE5kcRNtseod9PBfA,Courses rapides,Auchan Supermarche Trappes,4,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,15,course rapider,False,False,False,Positive,0.9944943785667419
ChIJxaeGNnGE5kcRNtseod9PBfA,Propre et bien range. On y trouve lessentiel.,Auchan Supermarche Trappes,5,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,45,propre bien rang . trouver lessentiel .,False,False,False,Positive,0.9948082566261292
ChIJxaeGNnGE5kcRNtseod9PBfA,"Une catastrophe , la personne,  qui sert de vigile,  devrait aller se faire soigner ! Lorsquil ma vu, il sest mis a minsulter avec son comportement .... La violence est partout. Ce monsieur devrait se regarder avant de critiquer son prochain !",Auchan Supermarche Trappes,1,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,243,"catastrophe , personne ,   servir vigile ,   devoir aller faire soigner ! lorsquil voir , sest mettre minsulter comportement .... violence être partout . Monsieur devoir regarder critiquer prochain !",False,True,False,Negative,0.989625871181488
ChIJxaeGNnGE5kcRNtseod9PBfA,"1ere et derriere fois pour un dimanche apres midi. La direction a tout compris ! On se debrouille sans le personnel donc hop economie sur les salaires etc etc !! Mais elle, elle se remplit les poches !! Donc non pas au detriment de lhomme !!",Auchan Supermarche Trappes,1,2023-12-05 07:01:16.406886,3650,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,241,"ere derriere dimanche apre midi . direction compris ! debrouille sans personnel donc hop economie salaire etc etc ! ! mais , remplir poche ! ! donc non pas detriment lhomme ! !",False,False,False,Negative,0.9605000615119934
ChIJxaeGNnGE5kcRNtseod9PBfA,"J ai ete tres mal accueilli par la caissiere une prenommee Lucia qui est figurer sur mon ticket de caisse aujourd hui en fin de soiree, ne connait pas la politesse pas de bonjour ni de au revoir c est scandaleux travailler avec la clientele sans politesse ni de sourire. Tres decut de mon passage.",Auchan Supermarche Trappes,1,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,297,"j avoir ete tres mal accueillir caissiere prenommee lucia être figurer ticket caisse aujourd hui fin soiree , ne conner pas politesse pas bonjour ni revoir c être scandaleux travailler clientele sans politesse ni sourire . tre decut passage .",False,False,False,Negative,0.9896392822265625
ChIJxaeGNnGE5kcRNtseod9PBfA,Trop de rayon vide,Auchan Supermarche Trappes,3,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,18,trop rayon vide,False,False,False,Negative,0.9806806445121765
ChIJxaeGNnGE5kcRNtseod9PBfA,"Jai achete un lot de cartouches pour imprimante HP et la cartouche noire est defectueuse. Je ramene le lot de cartouches pour un echange et lon me dit que lechange est impossible, car la boite est ouverte. Ensuite on me fait croire que se nai pas les bonnes cartouches et que lerreur vient de moi. On me propose 30 euros sur ma cagnotte (alors que jai paye 50 euros ). Du coup je suis partie en racheter a Carrefour (et la meme reference  et ca fonctionne , miracle). La boite est dure a ouvrir , arrache peut-etre, mais comment louvrir. De plus sur les sites dAuchan, les cartouches sont garanties deux ans. Comment savoir si les cartouches fonctionnent sans les ouvrir. Le geste commercial c de mavoir voler de 20 euros.",Auchan Supermarche Trappes,1,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,722,"jai achete lot cartouche imprimant hp cartouche noir être defectueuse . ramene lot cartouche echange lon dire lechange être impossible , car boite être ouvrir . ensuite fait croire ner pas bon cartouche lerreur vient moi . proposer   euro cagnotte ( jai pay   euro ) . coup être partir racheter carrefour ( meme reference   ca fonctionne , miracle ) . boite être dur ouvrir , arrache pouvoir - etre , mais comment louvrir . plus site dauchan , cartouche être garantir deux an . comment savoir cartouche fonctionner sans ouvrir . geste commercial c mavoir voler   euro .",False,True,False,Negative,0.9867477416992188
ChIJxaeGNnGE5kcRNtseod9PBfA,"Meme probleme sur cartouche dencre, il y a plusieurs mois  et le meme magasin. Jai hesite a y retourner  , mais vue la mauvaise fois,  jai bien fait de ne pas les retourner. De plus maintenant, avec les ticket de caisse quil faut demander,  cest bien pour le magasin si on le demande pas .",Auchan Supermarche Trappes,1,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,289,"meme probleme cartouche dencr , plusieurs mois   meme magasin . jai hesit retourner   , mais voir mauvais ,   jai bien faire ne pas retourner . plus maintenant , ticket caisse quil falloir demander ,   cest bien magasin demande pas .",False,False,False,Negative,0.9875099658966064
ChIJxaeGNnGE5kcRNtseod9PBfA,Nont jamais les produit en promo proposees sur les catalogues de nombreux produits manquant franchement cest decevant venant dune enseigne pareille cest inadmissible !!!!!,Auchan Supermarche Trappes,1,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,171,nont jamais produit promo proposees catalogue nombreux produit manquer franchement cest decever venir dun enseigne pareil cest inadmissible ! ! ! ! !,False,False,False,Negative,0.9893221855163574
ChIJxaeGNnGE5kcRNtseod9PBfA,Supermarche tres propre et employes au service de la clientele.,Auchan Supermarche Trappes,5,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,63,supermarche tre propre employer service clientele .,False,False,False,Positive,0.9948805570602417
ChIJxaeGNnGE5kcRNtseod9PBfA,Pas trouve grand choses aux fruits et legumes et dans certains rayons. Moins de caissiere cest bien triste!!!,Auchan Supermarche Trappes,3,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,109,pas trouver grand chose fruit legume certain rayon . moins caissiere cest bien triste ! ! !,False,False,False,Negative,0.9860666394233704
ChIJxaeGNnGE5kcRNtseod9PBfA,Maintenant ouvert le dimanche par contre il n y a pas d employes ! Seules les caisses automatiques ouvertes mais pour compliquer le tout on va en ouvrir que la moitie ! Resultat : exactement 25min de queue et la file d attente a double de taille derriere moi   autant rester ferme le dimanche pour proposer un service si deplorable !,Auchan Supermarche Trappes,1,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,333,maintenant ouvrir dimanche contre ne pas employe ! seul caisse automatique ouvert mais compliquer aller ouvrir moitie ! resultat : exactement min queue file attente double taille derriere moi    rester ferme dimanche proposer service deplorable !,False,False,False,Negative,0.9881122708320618
ChIJxaeGNnGE5kcRNtseod9PBfA,Magasin aere et tres agreable Jai beaucoup apprecie A decouvrir,Auchan Supermarche Trappes,4,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,63,magasin aer tre agreabl jai beaucoup apprecie decouvrir,False,False,False,Positive,0.9949595928192139
ChIJxaeGNnGE5kcRNtseod9PBfA,Station essence mal concu les allees aux pompes sont bordees comme une sorte de trottoir un peu haut que lon ne voit pas lorsque lon est dans sa voiture...bonjour les degats,Auchan Supermarche Trappes,1,2023-11-04 21:01:16.406886,4380,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,173,station essenc mal concu allee pompe être bordeer sorte trottoir peu haut lon ne voir pas lon être voiture ... bonjour degat,False,False,False,Negative,0.9885043501853943
ChIJxaeGNnGE5kcRNtseod9PBfA,"Ca ressemble plus a un Intermarche tres cher plutot qua un vrai Auchan. En revanche, facade et espaces verts exterieurs particulierement jolis.",Auchan Supermarche Trappes,2,2023-10-05 11:01:16.406886,5110,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,143,"ca ressembler plus intermarche tre cher plutot qua vrai auchan . revanche , facade espace vert exterieur particulieremer joli .",False,False,False,Positive,0.993821382522583
ChIJxaeGNnGE5kcRNtseod9PBfA,Un bon supermarche.,Auchan Supermarche Trappes,5,2023-10-05 11:01:16.406886,5110,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,19,bon supermarche .,False,False,False,Positive,0.9946041703224182
ChIJxaeGNnGE5kcRNtseod9PBfA,Un dentifrice soit disant en destockage car boite abimee....Il se retrouve plus cher que le meme dentifrice que lon peut trouver dans le rayon..,Auchan Supermarche Trappes,3,2023-10-05 11:01:16.406886,5110,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,144,dentifrice être dire destockage car boit abimee .... retrouver plus cher meme dentifrice lon pouvoir trouver rayon ..,False,False,False,Negative,0.9017096757888794
ChIJxaeGNnGE5kcRNtseod9PBfA,"Bonne etablissement, equipe sympathique",Auchan Supermarche Trappes,4,2023-09-05 01:01:16.406886,5840,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,39,"bon etablissement , equipe sympathique",False,False,False,Positive,0.9947149157524109
ChIJxaeGNnGE5kcRNtseod9PBfA,Idealement place. Le service drive a ouvert recemment ce qui est un plus,Auchan Supermarche Trappes,4,2023-09-05 01:01:16.406886,5840,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,72,idealement place . service driv ouvrir recemment être plus,False,False,False,Positive,0.9945269227027893
ChIJxaeGNnGE5kcRNtseod9PBfA,ca fait un mois que 2 pompes a essence sur 4 sont HS. quand est-ce que la reparation sera effectuee ? ca commence a etre usant je modifie en 5 etoiles suite a la reparation prevu,Auchan Supermarche Trappes,5,2023-09-05 01:01:16.406886,5840,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,178,ca fait mois   pompe essence   être hs . être -ce reparation être effectuee ? ca commence etre user modifier   etoile suite reparation prevu,True,False,False,Negative,0.9716127514839172
ChIJxaeGNnGE5kcRNtseod9PBfA,La caissiere noire en etat de surpoids devrait apprendre a traiter la clientele de facon plus aimable avec un peu plus de politesse. Beaucoup trop aigrie pour qqn qui travaille avec de la clientele.,Auchan Supermarche Trappes,2,2023-09-05 01:01:16.406886,5840,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,198,caissiere noir etat surpoids devoir apprendre traiter clientele facon plus aimable peu plus politesse . beaucoup trop aigri qqn travailler clientele .,False,False,False,Negative,0.9870477318763733
ChIJxaeGNnGE5kcRNtseod9PBfA,Calme et beau,Auchan Supermarche Trappes,4,2023-09-05 01:01:16.406886,5840,Commerce et Restauration,Auchan Supermarche Trappes,2023,1.974741,5869.5,13,calme beau,False,False,False,Positive,0.9944185018539429
